X,id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est,
,997,YEM-2011-1-784-126,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-09-03, Suicide bomber kills 3 Yemen troops in Aden: military",,,,A military source and a medical official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/03/2011 00:00:00,09/03/2011 00:00:00,3,12,0,0,15,15,15,
,998,YEM-2011-1-784-128,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-09-06, Yemeni soldiers, militants clash, killing 19",,,,A military official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/06/2011 00:00:00,09/06/2011 00:00:00,6,13,0,0,19,19,19,
,999,YEM-2011-1-784-131,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-09-11,  Yemen: two soldiers killed in attack on Qaeda",,,,A military source and a medical official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/11/2011 00:00:00,09/11/2011 00:00:00,2,0,0,0,2,2,2,
,1001,YEM-2011-1-784-136,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-09-13,  3 Yemeni soldiers killed in new Zinjibar clashes",,,,Medical and military officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/13/2011 00:00:00,09/13/2011 00:00:00,3,0,0,0,3,3,3,
,1002,YEM-2011-1-784-138,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-09-14, Mediation fails with Qaeda suspects, Yemen officer says",,,,Military officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/13/2011 00:00:00,09/13/2011 00:00:00,1,0,0,0,1,1,1,
,1003,YEM-2011-1-784-149,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-01, Yemen troops killed in attack on 'Qaeda militants', Reuters News, 2011-10-01, UPDATE 3-Yemen official decries U.S. call for Saleh to quit",,,,Military officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,10/01/2011 00:00:00,10/01/2011 00:00:00,6,20,0,0,26,26,26,
,1004,YEM-2011-1-784-153,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-05, Attacks kill six in south Yemen",,,,Tribal sources,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,10/05/2011 00:00:00,10/05/2011 00:00:00,0,4,0,0,4,4,4,
,1006,YEM-2011-1-784-150,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-02, '25 soldiers killed' in Yemen Qaeda battles",,,,Security officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,10/02/2011 00:00:00,10/02/2011 00:00:00,25,0,0,0,25,25,25,
,1007,YEM-2011-1-784-151,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-10-04,  Shelling kills civilians in Yemen capital: witnesses",,,,Military officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,10/04/2011 00:00:00,10/04/2011 00:00:00,4,3,0,0,7,7,7,
,1008,YEM-2011-1-784-162,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-10-27,  Yemen's military kills six militants in south-official",,,,A local official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,10/27/2011 00:00:00,10/27/2011 00:00:00,0,3,0,0,3,3,3,
,1009,YEM-2011-1-784-179,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-30, 2 Yemen soldiers killed as thousands rally for secession",,,,Police,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/29/2011 00:00:00,11/29/2011 00:00:00,0,6,0,0,6,6,6,
,1010,YEM-2011-1-784-164,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-05, Yemen army kills 5 Qaeda suspects: officials",,,,Officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/05/2011 00:00:00,11/05/2011 00:00:00,0,5,0,0,5,5,5,
,1011,YEM-2011-1-784-165,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-06, Two Yemen soldiers killed in clashes with militants",,,,Military official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/06/2011 00:00:00,11/06/2011 00:00:00,2,0,0,0,2,2,2,
,1012,YEM-2011-1-784-166,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Associated Press Newswires, 2011-11-07,  Yemeni forces kill 6 al-Qaida-linked militants in fighting near southern city of Zinjibar",,,,A security official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/07/2011 00:00:00,11/07/2011 00:00:00,0,6,0,0,6,6,6,
,1013,YEM-2011-1-784-167,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-08, Five Qaeda suspects killed in south Yemen",,,,A government official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/08/2011 00:00:00,11/08/2011 00:00:00,0,5,0,0,5,5,5,
,1014,YEM-2011-1-784-168,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-13, Qaeda-linked militants lash five Yemenis for drug use",,,,Officials,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,11/11/2011 00:00:00,11/12/2011 00:00:00,0,6,0,0,6,6,6,
,1015,YEM-2011-1-784-171,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-11-15, Islamist militant killed in Yemen shelling-report",,,,Residents,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/14/2011 00:00:00,11/14/2011 00:00:00,0,3,0,0,3,3,3,
,1016,YEM-2011-1-784-177,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-11-24, Yemen troops kill 12 Qaeda suspects",,,,A local official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,11/24/2011 00:00:00,11/24/2011 00:00:00,0,12,0,0,12,12,12,
,1017,YEM-2011-1-784-183,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-10, Yemen clashes leave 13 dead",,,,Military and local sources,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,12/09/2011 00:00:00,12/10/2011 00:00:00,2,11,0,0,13,13,13,
,1018,YEM-2011-1-784-184,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-13, Qaeda attack kills three Yemeni soldiers: military",,,,A military source,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/13/2011 00:00:00,12/13/2011 00:00:00,3,0,0,0,3,3,3,
,1019,YEM-2011-1-784-185,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-17, Yemen military panel begins lifting barricades",,,,A local official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/16/2011 00:00:00,12/16/2011 00:00:00,0,6,0,0,6,6,6,
,1020,YEM-2011-1-784-187,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-12-18, Yemeni general backs peace deal, 10 militants killed",,,,A local official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/18/2011 00:00:00,12/18/2011 00:00:00,0,10,0,0,10,10,10,
,1021,YEM-2011-1-784-197,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-12-30, UPDATE 1-Pro-Saleh protests in Yemen, seven militants killed",,,,Residents,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/30/2011 00:00:00,12/30/2011 00:00:00,0,3,0,0,3,3,3,
,1022,YEM-2011-1-784-188,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-10, Two Yemen soldiers, 13 Islamists killed in clashes",,,,A military official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/19/2011 00:00:00,12/19/2011 00:00:00,0,13,0,0,13,13,13,
,1023,YEM-2011-1-784-190,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-21, 4 Yemen troops die in clashes with militants: army",,,,A military official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/20/2011 00:00:00,12/20/2011 00:00:00,4,0,0,0,4,14,4,
,1024,YEM-2011-1-784-194,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-26, Seven die in Yemen army clashes with Qaeda suspects",,,,A military official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/26/2011 00:00:00,12/26/2011 00:00:00,5,2,0,0,7,7,7,
,1025,YEM-2011-1-784-19,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-03-13, UPDATE 3-Two dead as Yemen police fire on protesters",,,,A security official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,03/13/2011 00:00:00,03/13/2011 00:00:00,1,0,0,0,1,1,1,
,1026,YEM-2011-1-784-196,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-12-29, Yemen army kills 6 Qaeda suspects in south",,,,An official,1,Zinjibār town,Zinjibār town,Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/29/2011 00:00:00,12/29/2011 00:00:00,0,6,0,0,6,6,6,
,1027,YEM-2011-1-784-36,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-04-29, Four killed in south Yemen violence",,,,Security officials,2,Zinjibār town,Zinjibār town (a village near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,04/29/2011 00:00:00,04/29/2011 00:00:00,0,0,1,0,1,1,1,
,1028,YEM-2011-1-784-50,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-05-31,  'Qaeda' gunmen kill four Yemen soldiers: security, Agence France Presse, 2011-05-31,  13 Yemen soldiers dead from 'Qaeda' clashes",,,,Security officials,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,05/31/2011 00:00:00,05/31/2011 00:00:00,6,0,0,0,6,6,6,
,1029,YEM-2011-1-784-47,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-05-30, Suspected Qaeda gunmen kill four soldiers in south Yemen",,,,Security officials,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,05/30/2011 00:00:00,05/30/2011 00:00:00,4,0,0,0,4,4,4,
,1030,YEM-2011-1-784-66,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-06-17,  UPDATE 1-Yemen govt says Saleh to return despite protests",,,,Residents,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,06/17/2011 00:00:00,06/17/2011 00:00:00,0,7,0,0,7,7,7,
,1031,YEM-2011-1-784-51,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-05-31,  13 Yemen soldiers dead from 'Qaeda' clashes",,,,Security officials,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,05/31/2011 00:00:00,05/31/2011 00:00:00,5,2,0,0,7,7,7,
,1032,YEM-2011-1-784-67,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-06-19, 13 'Qaeda,' two Yemen soldiers killed in clashes",,,,Military sources and medics,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,06/18/2011 00:00:00,06/19/2011 00:00:00,0,13,0,0,13,13,13,
,1033,YEM-2011-1-784-68,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-06-19, 13 'Qaeda,' two Yemen soldiers killed in clashes",,,,Military sources and medics,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,06/18/2011 00:00:00,06/19/2011 00:00:00,2,0,0,0,2,2,2,
,1034,YEM-2011-1-784-69,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-06-20, Six Yemen troops killed in clashes with 'Qaeda",,,,An officer,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,06/19/2011 00:00:00,06/20/2011 00:00:00,6,0,0,0,6,6,6,
,1036,YEM-2011-1-784-76,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-06-26,  7 militants, 2 soldiers dead in south Yemen: officials",,,,Local officials and the military,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,06/26/2011 00:00:00,06/26/2011 00:00:00,2,7,0,0,9,9,9,
,1037,YEM-2011-1-784-77,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-06-29, 30 soldiers killed in battles with Qaeda: army",,,,Medics and witnesses,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,06/29/2011 00:00:00,06/29/2011 00:00:00,30,14,4,0,48,48,48,
,1038,YEM-2011-1-784-81,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-07-03, WRAPUP 1-Yemen's Saleh clings to power, unrest rises in south",,,,A military officer,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,07/03/2011 00:00:00,07/03/2011 00:00:00,10,15,0,0,25,25,25,
,1039,YEM-2011-1-784-181,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-12-07, UPDATE 4-Yemen vice president sets up unity government",,,,A local official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,12/07/2011 00:00:00,12/07/2011 00:00:00,4,9,0,0,13,13,13,
,1040,YEM-2011-1-784-82,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-07-05,  Four civilians among 10 killed in Yemen strikes",,,,An official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,07/05/2011 00:00:00,07/05/2011 00:00:00,0,0,3,0,3,3,3,
,1041,YEM-2011-1-784-90,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-07-14, Air strikes on militants in south Yemen kill seven",,,,A security official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,07/14/2011 00:00:00,07/14/2011 00:00:00,0,7,0,0,7,7,7,
,1042,YEM-2011-1-784-140,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Associated Press Newswires, 2011-09-14, Yemen: 12 al-Qaida linked militants killed in clashes with government forces",,,,Officials,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,09/14/2011 00:00:00,09/14/2011 00:00:00,1,0,0,0,1,1,1,
,1043,YEM-2011-1-784-94,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-07-21, Yemen Qaeda chief, 10 soldiers killed in fighting",,,,A military source and medics,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,07/19/2011 00:00:00,07/19/2011 00:00:00,10,1,0,0,11,11,11,
,1044,YEM-2011-1-784-95,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-07-22, Two Yemeni soldiers, 'Qaeda' member killed in south",,,,A military source,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,07/21/2011 00:00:00,07/21/2011 00:00:00,2,0,0,0,2,2,2,
,1045,YEM-2011-1-784-99,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-07-26, 12 suspected Qaeda militants killed in south Yemen",,,,A military officer and a local official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,07/25/2011 00:00:00,07/26/2011 00:00:00,0,5,0,0,5,5,5,
,1046,YEM-2011-1-784-120,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-08-29, Six Yemeni soldiers killed in clashes with 'Qaeda",,,,A military officer,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,2,08/28/2011 00:00:00,08/29/2011 00:00:00,6,23,0,0,29,29,29,
,1047,YEM-2011-1-784-122,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Agence France Presse, 2011-08-30, Yemen defence minister escapes blast: military",,,,A military officer,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,08/30/2011 00:00:00,08/30/2011 00:00:00,0,6,0,0,6,6,6,
,1048,YEM-2011-1-784-123,2011,TRUE,Clear,1,230,230,Yemen (North Yemen): Government,459,459,Government of Yemen (North Yemen) - AQAP,123,123,Government of Yemen (North Yemen),881,881,AQAP,-1,"Reuters News, 2011-08-31, Yemen says jets, troops kill 17 militants in south",,,,Yemeni military official,2,Zinjibār town,Zinjibār town (near),Abyan governorate,Zinjibār district,13.128712,45.380728,POINT (45.380728 13.128712),148771,Yemen (North Yemen),678,Middle East,1,1,08/31/2011 00:00:00,08/31/2011 00:00:00,0,17,0,0,17,17,17,
